10	pfam01183
10	pfam09039
10	pfam00665
10	pfam09299
10	TIGR01547
10	pfam03237
11	cl19862
11	pfam03237
11	cl00213
11	cl12235
11	TIGR02224
11	PRK03992
11	cd00085
11	smart00470
11	TIGR04285
11	pfam10547
11	pfam10544
11	pfam12873
12	cl01462
12	smart01040
13	TIGR01760
13	pfam02368
13	cl21604
13	TIGR02169
14	PHA00653
14	cd01651
14	pfam00078
14	pfam14594
14	pfam10145
14	PHA01351
14	COG5280
14	COG5412
14	cl00222
14	pfam08230
14	pfam08230
14	pfam05065
14	TIGR01554
15	cl19379
15	cl19188
15	cl17486
15	cd00254
15	COG5412
15	TIGR02680
15	TIGR01543
15	pfam04860
15	pfam12138
16	pfam07885
16	pfam00520
16	cd00338
16	pfam07508
16	pfam13408
16	COG1961
16	cd06414
16	pfam01183
16	pfam14284
17	cl11625
17	cl19524
17	cl11526
18	TIGR01641
18	TIGR02675
18	COG5281
18	pfam00665
18	cl21549
18	pfam13276
18	PHA02517
18	pfam10076
18	COG3299
18	cd00118
19	pfam07484
19	cd06174
19	pfam13884
20	cd02440
20	cl17173
20	smart00470
20	COG1475
20	pfam11417
20	pfam04404
20	pfam07486
20	TIGR02869
21	pfam01385
21	pfam07282
21	pfam12323
21	COG0675
21	cd06583
22	TIGR01665
22	TIGR01760
22	pfam06854
23	pfam01391
23	cl19379
23	pfam01391
23	pfam05709
23	cl17486
23	cd00254
23	pfam05257
23	pfam02050
23	TIGR02675
23	COG5283
23	pfam05065
23	TIGR01554
23	cd07016
23	pfam04860
23	cl19862
23	COG4626
23	pfam05895
24	TIGR01630
24	COG5410
24	pfam03237
24	TIGR02675
24	COG5281
24	pfam04984
24	TIGR01641
24	cl00173
24	pfam05133
25	pfam03864
25	cd07016
25	COG5511
25	COG1196
25	pfam13550
25	cl01945
25	cl01989
25	cd01189
25	pfam14659
25	pfam14657
25	TIGR02225
26	cl12049
26	cl02488
26	TIGR02169
27	pfam01051
28	COG5511
28	cd07016
28	cl01826
28	TIGR04387
28	TIGR01541
28	TIGR02675
28	COG5281
29	cd00840
29	cl21455
29	pfam13476
29	COG0419
30	pfam06810
31	cl01389
31	cl19863
31	cd00118
31	COG1652
31	cd00118
31	TIGR01760
31	PTZ00121
31	cl10072
31	pfam03237
31	pfam10668
31	cl00292
31	COG3299
32	COG5412
32	PRK14965
32	PRK14289
32	cd02696
32	pfam09992
32	COG0860
33	COG5511
33	cd07022
33	COG0616
33	pfam03864
33	COG5525
34	pfam13479
34	smart00382
34	pfam13481
34	pfam08707
34	COG3598
34	pfam13476
34	cd00046
34	cd00079
34	smart00487
34	TIGR00631
34	cd00315
35	TIGR01760
35	pfam02463
36	TIGR01542
36	cl12054
36	PHA00330
37	pfam03374
37	cl01430
37	pfam07083
37	pfam09588
37	cl19379
37	cl00199
37	cl04285
37	cd01189
37	pfam14657
37	pfam14659
37	COG4974
37	cd06583
37	pfam01471
37	pfam08239
37	cl13995
37	smart00635
37	pfam09681
37	cd00254
37	pfam04201
37	COG5412
37	COG0741
38	cl00213
38	cl02808
38	pfam00078
38	cl00213
39	cd00338
39	pfam07508
39	pfam13408
39	COG1961
39	cd06529
39	cd00093
39	COG1396
40	cl17486
40	cl21534
40	PHA01399
40	COG5412
40	pfam06605
40	cl19911
41	pfam08400
41	pfam03406
41	pfam07484
42	TIGR01913
42	cd06529
42	cd00093
42	COG1974
42	pfam04492
42	pfam06992
43	pfam05105
43	cd00338
43	pfam07508
43	pfam13408
43	COG1961
43	pfam09851
43	pfam14471
43	cd06529
43	COG2932
43	pfam13539
44	TIGR02675
44	PHA01399
44	COG5412
44	pfam06199
44	TIGR01665
44	cl17486
44	cl17486
44	cl17486
45	pfam13884
45	pfam13539
45	cd01189
45	pfam14659
45	COG0582
46	TIGR01537
46	pfam01391
46	cl21534
46	cl19379
46	cl17486
46	pfam10145
46	COG5280
46	cl21556
46	TIGR01554
46	cd07016
46	pfam01391
47	pfam15542
47	cl10072
47	cl19531
47	TIGR01547
47	pfam03237
48	cd00118
48	PRK11198
48	pfam04865
48	cl01542
49	cd00176
49	pfam14662
49	COG5412
49	cl19379
49	pfam10651
49	cl01439
50	cl02600
50	cl21457
50	cl07893
50	cl21472
50	pfam13347
50	TIGR03356
50	cl19194
50	pfam00165
50	pfam00165
50	smart00342
51	TIGR03920
51	pfam05709
51	pfam14594
52	cl01542
52	cl02808
53	cl19822
53	pfam12838
53	cd07205
53	COG1752
53	pfam14771
53	cl19285
53	cl19285
53	cd01169
53	cl07893
53	COG0366
54	pfam02222
54	COG0026
54	cl14813
54	pfam01433
54	pfam11940
55	cl12054
55	pfam05133
55	TIGR01641
55	pfam05065
55	TIGR01554
56	cl21464
56	cd00075
56	cl02324
56	cl21455
56	COG1132
57	COG5412
57	cl17486
57	cl19379
57	TIGR04523
57	pfam01391
58	cd00046
58	cl00222
58	cd00338
58	pfam07508
58	pfam13408
58	COG1961
59	cd01189
59	pfam14657
59	pfam14659
59	COG0582
59	pfam12224
59	cd06583
59	pfam01832
59	pfam01471
59	COG3409
60	pfam13730
60	cd00009
60	PRK08116
61	cl07020
61	cl01521
61	PTZ00108
61	TIGR01537
61	TIGR02675
62	cl13995
62	cl00277
63	cd08994
63	cl21724
63	cd02801
64	cd00093
64	cd00093
64	cd00093
64	cd00338
64	pfam07508
64	pfam13408
64	COG1961
64	pfam14163
64	cl17068
64	pfam04860
65	pfam05065
65	TIGR01554
65	cl19862
65	COG4626
65	cl19194
66	pfam09507
66	cd01189
66	pfam14659
66	COG0582
66	TIGR01349
66	PRK11281
67	pfam02368
67	COG5492
67	TIGR01541
67	pfam06791
67	COG5281
67	cd08073
67	cl21534
67	COG0791
68	cl17173
68	cl17173
69	cd11475
70	cd06583
70	cl00222
70	pfam05036
70	TIGR02541
71	cl00213
71	TIGR02225
71	cd12214
71	cl02808
72	pfam02687
72	COG0577
72	pfam03389
73	cd00077
73	pfam00013
73	PRK12704
73	cd01129
73	pfam05157
73	TIGR02538
73	cl00936
73	cl17037
73	pfam11104
73	cd07067
73	pfam00482
73	pfam00482
73	COG1459
74	pfam01051
74	pfam03389
74	TIGR02768
75	pfam01061
75	COG0842
75	COG3568
75	cd09159
75	cd09110
75	PRK11263
75	COG0392
75	cd10432
75	cd10432
75	cd01335
75	pfam06463
75	PRK00164
75	cd07187
75	cd00079
75	pfam12344
75	pfam02151
76	cl17173
76	pfam02578
76	pfam09479
76	pfam03382
78	cd03254
78	pfam00664
78	COG1132
78	PRK01388
78	cl17173
79	pfam05065
79	TIGR01554
80	cd06167
80	COG1432
80	cd02696
80	pfam09992
80	pfam00395
80	COG0860
81	cl17486
83	cd00009
83	PRK08116
83	cd07557
83	cl09232
83	pfam01935
83	pfam12846
84	cd06171
84	pfam04539
84	pfam04542
84	pfam00140
84	pfam03979
84	PRK09210
84	cd00712
84	cd01991
84	TIGR01536
85	pfam14058
85	pfam11417
85	COG0286
85	pfam14284
86	pfam09588
87	cl19356
87	cd01895
87	cl21455
87	pfam14714
87	TIGR00231
88	PHA00327
88	cl15846
89	COG3299
89	pfam00877
89	cl01439
89	COG0791
90	COG4775
91	cd00338
91	pfam07508
91	pfam13408
91	COG1961
92	pfam10145
92	pfam12920
93	cl21455
93	smart00382
93	pfam13392
93	cl21459
94	pfam00122
94	cl21460
94	PRK01122
94	pfam02702
94	cl00903
94	cl17365
94	COG0168
95	cd13131
95	COG0534
95	TIGR01201
95	pfam05193
95	cl22574
95	COG0612
95	cd00075
95	cd00082
95	COG0642
96	pfam02773
96	pfam02772
96	pfam00438
96	PRK05250
97	pfam13007
97	pfam13817
97	pfam03050
97	COG3436
98	cl10013
98	cd13127
98	PRK10459
98	cl10013
98	COG0438
99	pfam01391
99	cl19379
99	pfam06854
99	PHA01351
99	PHA01351
99	TIGR02675
99	COG5412
99	pfam05709
99	cl17486
100	cl17486
102	cd02440
102	pfam01029
102	PRK14902
102	cd14014
102	cd06577
102	cd06577
102	smart00220
102	COG2815
102	cd08646
102	cd08704
102	PRK00005
102	cd00046
102	cd00079
102	TIGR00595
102	cd00143
103	cl02808
103	TIGR04416
104	cd00186
104	cd03362
104	pfam13342
104	PRK07726
104	pfam14283
105	cd06174
105	pfam07690
105	pfam13536
105	COG2962
105	pfam13437
105	pfam13533
105	PRK15136
107	TIGR01537
108	PRK09946
108	pfam03374
108	cl10591
109	pfam13102
110	cl15411
110	cl17068
110	pfam14345
110	pfam09925
110	COG4984
111	cd01189
111	pfam14659
111	pfam14657
111	COG0582
111	cl21534
112	pfam00799
112	pfam02956
113	cd00009
113	COG1484
114	COG4227
114	cl21690
114	cl00292
115	PRK12270
115	cl04285
115	pfam09588
115	pfam13730
116	pfam10668
116	COG5484
117	cl17037
118	cd03268
118	COG1131
118	cd00075
118	cd00082
118	COG0642
118	cl21474
119	cl00465
120	cd01189
120	COG0582
121	cd10227
122	pfam12705
123	cl02628
126	cl12235
128	TIGR01760
128	cl01389
131	cd01189
131	pfam14657
131	pfam14659
132	cd01412
132	pfam13280
132	cl21460
132	cl00160
132	cd06261
132	PRK11122
133	TIGR00329
133	cd04489
133	TIGR00237
136	cd00085
138	smart01040
139	cd00254
139	COG0741
142	pfam14354
144	cd07033
144	pfam02780
144	COG3958
145	PTZ00108
147	PRK11113
147	COG2027
147	cd00715
147	cd06223
147	PRK09246
148	pfam11726
155	cl14615
155	COG0584
156	pfam12728
161	TIGR04456
161	cd08963
161	PRK09461
162	cl01521
163	TIGR01641
164	TIGR01547
164	pfam03237
164	TIGR01538
164	pfam10668
164	COG5484
167	pfam07104
168	cl21474
168	pfam12698
168	cd00609
168	PRK06836
169	cd00958
169	cd02440
169	PRK01683
169	COG3781
170	cd00118
170	cd00118
170	cd00118
170	cl10448
170	COG1388
172	cl14648
173	cl00268
173	PRK09350
174	cd00542
175	cl17018
176	cl00464
177	pfam06810
177	cl10072
178	cl21455
178	TIGR03608
178	cd00800
178	pfam09003
178	cl12235
178	COG0582
180	cd02696
180	pfam05036
180	cd00338
180	pfam13408
180	COG1961
181	cd06583
181	pfam05036
181	TIGR02223
181	cd01335
181	TIGR02491
185	pfam09669
186	cd00254
189	cd06583
189	cl00213
194	cl11410
196	cd09020
200	cl15846
200	PHA00327
200	cl11632
201	cl21466
204	pfam01076
211	pfam04404
215	cd00737
215	cd01189
215	COG0582
221	cd07989
225	pfam13392
231	cl19862
233	pfam14297
243	cl00213
256	cd00156
256	smart00850
256	COG3279
258	PRK12405
263	pfam00126
263	pfam12728
271	COG0705
283	cl00813
283	pfam01473
288	PRK09604
291	cd00093
291	cl10465
291	COG1974
291	cd00338
291	pfam07508
291	COG1961
324	cl02777
331	cd00283
331	TIGR01453
331	smart00497
contig-100_1	cd00093
contig-100_1	cd00569
contig-100_1	pfam00665
contig-100_1	COG2826
contig-100_1	pfam05598
contig-100_1	COG0270
contig-100_1	cd00254
contig-100_1	COG0741
contig-100_1	cd02042
contig-100_1	cd02042
contig-100_1	COG1192
contig-100_1	pfam02195
contig-100_1	TIGR04285
contig-100_1	pfam08230
contig-100_1	PTZ00121
contig-100_1	pfam05895
contig-100_1	TIGR01665
contig-100_1	cl17486
contig-100_1	TIGR01760
contig-100_1	cl12013
contig-100_1	pfam12329
contig-100_1	pfam04513
contig-100_1	COG5280
contig-100_1	COG5412
contig-100_1	TIGR01603
contig-100_1	pfam05065
contig-100_1	TIGR01554
contig-100_1	cd07016
contig-100_1	pfam04860
contig-100_1	cl19862
contig-100_1	COG4626
contig-100_5	cl01521
contig-100_5	cl19863
contig-100_5	cl10072
contig-100_5	pfam11363
contig-100_5	pfam13401
contig-100_5	smart00382
contig-100_5	pfam00665
contig-100_5	cd14948
contig-100_5	PTZ00121
contig-100_6	COG3497
contig-100_6	pfam04865
contig-100_6	pfam04865
contig-100_6	cd07016
contig-100_6	pfam04434
contig-100_6	pfam10145
contig-100_6	cl00465
contig-100_6	cl19582
contig-100_6	cl19582
contig-100_6	cl15796
contig-100_6	cd01651
contig-100_6	pfam00078
contig-100_6	pfam05036
contig-100_6	pfam01510
contig-100_6	pfam00665
contig-100_6	pfam13936
contig-100_6	COG2826
contig-100_8	TIGR01537
contig-100_8	cl01521
contig-100_8	cl21556
contig-100_8	cl02808
contig-100_8	TIGR04416
contig-100_8	cl19379
contig-100_8	TIGR01665
contig-100_8	TIGR02675
contig-100_8	COG5412
contig-100_14	TIGR02473
contig-100_14	PHA01351
contig-100_14	COG5412
contig-100_14	COG5280
contig-100_14	pfam14594
contig-100_14	cl17486
contig-100_14	PHA00653
contig-100_14	cd01651
contig-100_14	pfam00078
contig-100_14	COG5632
contig-100_14	cl21456
contig-100_14	cl21556
contig-100_14	TIGR01554
contig-100_14	pfam00665
contig-100_14	COG2826
contig-100_15	COG1196
contig-100_15	cl19531
contig-100_15	COG5410
contig-100_15	TIGR01630
contig-100_15	pfam01391
contig-100_15	cl21455
contig-100_16	TIGR01541
contig-100_16	pfam04529
contig-100_16	cl00213
contig-100_16	cl12235
contig-100_16	cl21466
contig-100_18	cd01651
contig-100_18	pfam00078
contig-100_18	PHA00653
contig-100_18	TIGR03440
contig-100_18	cd06583
contig-100_18	cl00222
contig-100_18	pfam08239
contig-100_18	pfam05065
contig-100_18	TIGR01554
contig-100_18	pfam14594
contig-100_18	cl17486
contig-100_18	pfam10145
contig-100_18	PHA01399
contig-100_18	cl22430
contig-100_18	COG5412
contig-100_20	TIGR02675
contig-100_20	cd00118
contig-100_20	COG3299
contig-100_20	cl00222
contig-100_20	cd01189
contig-100_20	pfam14659
contig-100_20	COG0582
contig-100_21	cl19585
contig-100_21	PHA00144
contig-100_21	cl11625
contig-100_21	cl19524
contig-100_21	cl22726
contig-100_21	cl11526
contig-100_22	cl01860
contig-100_22	pfam08797
contig-100_23	cl21454
contig-100_23	cd05233
contig-100_23	COG4221
contig-100_23	cl14632
contig-100_23	TIGR03213
contig-100_23	cl21456
contig-100_23	cd01948
contig-100_23	cd01949
contig-100_23	cd00130
contig-100_23	TIGR00229
contig-100_23	cl21456
contig-100_23	cl09933
contig-100_23	COG0583
contig-100_23	COG1960
contig-100_23	cl21459
contig-100_23	pfam01614
contig-100_23	COG1414
contig-100_25	COG5263
contig-100_28	pfam00892
contig-100_28	COG0697
contig-100_28	cd00398
contig-100_28	pfam01814
contig-100_28	TIGR00907
contig-100_28	PRK11049
contig-100_28	pfam00254
contig-100_28	pfam01346
contig-100_28	PRK11570
contig-100_28	cl21457
contig-100_28	PRK13209
contig-100_28	pfam02311
contig-100_28	pfam00165
contig-100_28	COG2207
contig-100_28	cd06174
contig-100_28	pfam07690
contig-100_28	pfam04225
contig-100_28	pfam08525
contig-100_36	pfam13481
contig-100_36	COG4653
contig-100_36	TIGR01554
contig-100_36	COG4695
contig-100_39	cl21455
contig-100_39	COG0489
contig-100_39	cl00213
contig-100_39	cd06529
contig-100_39	COG2932
contig-100_39	cl00213
contig-100_39	TIGR02224
contig-100_43	pfam07715
contig-100_43	cl21487
contig-100_43	TIGR04056
contig-100_43	cd08977
contig-100_43	cd15482
contig-100_43	pfam14873
contig-100_43	pfam13088
contig-100_43	cl21464
contig-100_43	cd09019
contig-100_43	cl13995
contig-100_43	cl13995
contig-100_45	cl01020
contig-100_45	smart00470
contig-100_45	TIGR00180
contig-100_45	cd02042
contig-100_45	pfam01656
contig-100_45	cl09930
contig-100_45	PRK05813
contig-100_46	cd02042
contig-100_46	cd02042
contig-100_46	COG1192
contig-100_46	COG0270
contig-100_46	cl01020
contig-100_46	pfam02195
contig-100_46	TIGR00180
contig-100_46	cd00254
contig-100_46	COG0741
contig-100_47	pfam06048
contig-100_47	cd00801
contig-100_47	pfam13356
contig-100_47	PRK09692
contig-100_47	cl21503
contig-100_47	cd01029
contig-100_47	smart00778
contig-100_47	COG4643
contig-100_48	pfam05895
contig-100_48	pfam13408
contig-100_48	cl01892
contig-100_48	cl17486
contig-100_48	cd00118
contig-100_48	cl10448
contig-100_48	cl07020
contig-100_48	pfam01183
contig-100_48	cl19379
contig-100_49	TIGR02168
contig-100_51	COG4672
contig-100_51	cd08073
contig-100_51	cl21534
contig-100_51	COG0791
contig-100_51	pfam13550
contig-100_51	COG4733
contig-100_51	COG1357
contig-100_51	COG4723
contig-100_55	TIGR01760
contig-100_55	COG5280
contig-100_55	cd07016
contig-100_55	pfam05065
contig-100_55	TIGR01554
contig-100_55	TIGR01603
contig-100_55	PRK14951
contig-100_56	pfam03589
contig-100_56	pfam03589
contig-100_56	cd07424
contig-100_56	TIGR04075
contig-100_56	pfam05766
contig-100_56	cd01713
contig-100_57	cl17486
contig-100_57	TIGR01665
contig-100_57	PTZ00121
contig-100_57	COG5281
contig-100_63	pfam12846
contig-100_63	COG1309
contig-100_63	pfam13529
contig-100_67	pfam13245
contig-100_67	cl22491
contig-100_67	cl00641
contig-100_67	PRK13909
contig-100_67	pfam12705
contig-100_67	pfam12705
contig-100_67	TIGR03623
contig-100_69	cl21711
contig-100_69	COG5280
contig-100_69	pfam05065
contig-100_69	TIGR01554
contig-100_69	TIGR01603
contig-100_71	cl17486
contig-100_71	TIGR01665
contig-100_71	COG5301
contig-100_71	PTZ00121
contig-100_71	pfam01442
contig-100_71	COG5281
contig-100_72	pfam03237
contig-100_72	TIGR04387
contig-100_73	TIGR01644
contig-100_73	pfam11041
contig-100_77	pfam08386
contig-100_77	cl19872
contig-100_77	cl00770
contig-100_77	cd00009
contig-100_77	PRK07940
contig-100_77	COG2259
contig-100_78	PRK07764
contig-100_80	cl11526
contig-100_80	pfam01551
contig-100_80	cl19585
contig-100_80	PHA00144
contig-100_80	cl22726
contig-100_81	cl17068
contig-100_81	COG0318
contig-100_81	TIGR00927
contig-100_83	PHA00327
contig-100_83	PHA00330
contig-100_83	cl15846
contig-100_85	pfam13672
contig-100_85	cl21453
contig-100_85	cl21453
contig-100_85	cl00057
contig-100_85	pfam15616
contig-100_86	cl00213
contig-100_86	COG0582
contig-100_88	pfam01076
contig-100_88	TIGR04211
contig-100_88	cl02412
contig-100_89	pfam02486
contig-100_93	cl01368
contig-100_93	pfam00165
contig-100_93	smart00342
contig-100_94	PHA00330
contig-100_94	PHA00327
contig-100_94	cl15846
contig-100_95	cl21543
contig-100_95	cl21543
contig-100_95	COG0841
contig-100_95	pfam02321
contig-100_95	pfam02321
contig-100_95	TIGR01844
contig-100_95	TIGR00907
contig-100_95	pfam13906
contig-100_95	TIGR00909
contig-100_105	COG0628
contig-100_105	COG1668
contig-100_105	cl00015
contig-100_105	cl00015
contig-100_105	cl12020
contig-100_105	PRK00260
contig-100_107	cd06660
contig-100_107	TIGR01409
contig-100_107	TIGR01293
contig-100_107	cd12810
contig-100_107	pfam12697
contig-100_109	cl09889
contig-100_111	PHA00330
contig-100_111	cl15846
contig-100_111	PHA00327
contig-100_111	TIGR02168
contig-100_113	COG4723
contig-100_113	cl21487
contig-100_119	cd00156
contig-100_119	cd00383
contig-100_119	COG0745
contig-100_119	cd00075
contig-100_119	cd00082
contig-100_119	pfam13493
contig-100_119	COG4585
contig-100_121	pfam02646
contig-100_121	COG1322
contig-100_121	cl15828
contig-100_121	cd09019
contig-100_121	COG4559
contig-100_122	cd00338
contig-100_122	pfam07508
contig-100_122	pfam13408
contig-100_122	COG1961
contig-100_124	cl10013
contig-100_124	COG0438
contig-100_124	cd10941
contig-100_124	TIGR03006
contig-100_124	cl13995
contig-100_124	pfam13535
contig-100_125	cd02966
contig-100_130	pfam01832
contig-100_130	pfam08239
contig-100_131	COG5412
contig-100_133	cl21456
contig-100_133	cl21457
contig-100_133	cl19188
contig-100_133	cd06261
contig-100_133	COG0395
contig-100_133	cd06261
contig-100_134	pfam11769
contig-100_134	pfam00892
contig-100_134	cl00910
contig-100_134	TIGR00950
contig-100_134	pfam00165
contig-100_134	pfam00165
contig-100_134	smart00342
contig-100_134	TIGR00843
contig-100_134	COG3135
contig-100_138	cd06462
contig-100_138	cd00093
contig-100_138	COG1974
contig-100_138	cd01189
contig-100_138	pfam14659
contig-100_138	COG0582
contig-100_139	TIGR01537
contig-100_141	pfam03374
contig-100_141	COG3561
contig-100_141	cd00046
contig-100_141	smart00487
contig-100_144	TIGR01641
contig-100_144	COG5585
contig-100_144	pfam06810
contig-100_149	cl17486
contig-100_152	TIGR01613
contig-100_156	smart00470
contig-100_156	COG1475
contig-100_156	cd02042
contig-100_156	cd02042
contig-100_156	COG1192
contig-100_159	PHA00144
contig-100_159	pfam12128
contig-100_167	COG0338
contig-100_167	cd01646
contig-100_167	pfam00078
contig-100_169	cd00229
contig-100_169	cd02696
contig-100_171	pfam05272
contig-100_171	cd03770
contig-100_171	pfam07508
contig-100_171	pfam14287
contig-100_171	pfam13408
contig-100_171	COG1961
contig-100_172	cd00079
contig-100_173	cd00814
contig-100_173	cd07957
contig-100_173	PRK11893
contig-100_173	cd01310
contig-100_175	PHA00490
contig-100_175	cl19524
contig-100_175	smart00486
contig-100_176	cd01189
contig-100_176	COG0582
contig-100_177	cd08659
contig-100_177	COG0624
contig-100_179	TIGR03861
contig-100_179	pfam12698
contig-100_179	cd03230
contig-100_179	cd03230
contig-100_179	COG1123
contig-100_179	pfam01061
contig-100_179	COG0842
contig-100_181	cl09939
contig-100_181	cd01080
contig-100_181	pfam00763
contig-100_181	COG0190
contig-100_185	pfam07673
contig-100_186	cd00614
contig-100_186	pfam09640
contig-100_186	pfam01713
contig-100_186	cl00523
contig-100_187	TIGR00218
contig-100_187	COG1482
contig-100_187	pfam00165
contig-100_187	smart00342
contig-100_187	pfam02321
contig-100_187	pfam02321
contig-100_187	TIGR01844
contig-100_188	pfam00665
contig-100_188	pfam13333
contig-100_188	pfam13276
contig-100_188	PHA02517
contig-100_188	cl21628
contig-100_188	COG2831
contig-100_188	COG0229
contig-100_188	COG0225
contig-100_189	COG5263
contig-100_190	pfam04860
contig-100_190	pfam04586
contig-100_190	cl21556
contig-100_190	TIGR01554
contig-100_193	pfam14606
contig-100_193	pfam14607
contig-100_193	cl21474
contig-100_193	COG0842
contig-100_193	pfam12698
contig-100_193	cl21474
contig-100_193	pfam12698
contig-100_196	cd00616
contig-100_196	cl21613
contig-100_197	cd07016
contig-100_197	pfam04860
contig-100_197	pfam05065
contig-100_197	TIGR01554
contig-100_198	cd00079
contig-100_198	cd00046
contig-100_198	COG0553
contig-100_199	cl19862
contig-100_200	cd00093
contig-100_200	COG1396
contig-100_200	cd01189
contig-100_200	TIGR02224
contig-100_201	cl17173
contig-100_201	TIGR00675
contig-100_201	PRK13795
contig-100_203	pfam02321
contig-100_203	pfam02321
contig-100_203	COG1538
contig-100_203	pfam12833
contig-100_203	pfam13437
contig-100_203	TIGR01730
contig-100_206	pfam01051
contig-100_207	PRK11198
contig-100_212	cd03811
contig-100_212	COG0438
contig-100_212	TIGR01201
contig-100_213	cd00082
contig-100_213	TIGR02956
contig-100_213	cd02439
contig-100_215	cd07377
contig-100_215	smart00895
contig-100_215	COG2186
contig-100_216	pfam11307
contig-100_216	pfam08842
contig-100_217	COG0863
contig-100_222	pfam13365
contig-100_222	pfam10459
contig-100_222	cd00009
contig-100_222	pfam13177
contig-100_227	cd06583
contig-100_227	cl00213
contig-100_227	TIGR02224
contig-100_230	pfam09669
contig-100_230	COG3646
contig-100_233	cd00338
contig-100_233	pfam07508
contig-100_233	pfam13408
contig-100_233	COG1961
contig-100_234	pfam01076
contig-100_234	pfam01051
contig-100_241	cd00056
contig-100_241	pfam10576
contig-100_241	COG0177
contig-100_241	cd12828
contig-100_241	pfam01544
contig-100_241	pfam01551
contig-100_241	COG0739
contig-100_242	cd00338
contig-100_242	pfam07508
contig-100_242	pfam13408
contig-100_242	COG1961
contig-100_245	pfam12392
contig-100_248	cl00213
contig-100_248	cl12235
contig-100_248	PRK00236
contig-100_248	cl19379
contig-100_250	cl09939
contig-100_250	cd10443
contig-100_250	TIGR01453
contig-100_250	cl09939
contig-100_251	cd01189
contig-100_251	pfam14659
contig-100_251	TIGR02225
contig-100_252	cd00254
contig-100_252	COG0741
contig-100_253	cl09326
contig-100_253	COG0534
contig-100_255	pfam04542
contig-100_255	TIGR02479
contig-100_255	pfam01076
contig-100_256	cl21455
contig-100_256	pfam10974
contig-100_257	cd00198
contig-100_258	cd01427
contig-100_258	cl21460
contig-100_258	pfam08282
contig-100_258	pfam02881
contig-100_258	cd03115
contig-100_258	PRK10416
contig-100_260	cl19250
contig-100_260	TIGR03173
contig-100_260	pfam13636
contig-100_260	cl19250
contig-100_260	TIGR03173
contig-100_264	cd00156
contig-100_264	cd00383
contig-100_264	pfam12728
contig-100_264	COG0745
contig-100_264	cd01335
contig-100_265	cl00213
contig-100_265	pfam13240
contig-100_265	PHA02601
contig-100_269	cl10072
contig-100_269	cl19863
contig-100_269	cl19864
contig-100_274	cd00009
contig-100_274	COG0714
contig-100_274	pfam01882
contig-100_274	COG1721
contig-100_278	PRK15442
contig-100_283	pfam04632
contig-100_284	TIGR01913
contig-100_284	pfam07261
contig-100_286	pfam09643
contig-100_288	cl19862
contig-100_288	cl19194
contig-100_290	PRK03202
contig-100_290	TIGR02478
contig-100_292	cd00046
contig-100_292	COG4646
contig-100_292	smart00487
contig-100_294	pfam14265
contig-100_294	TIGR04387
contig-100_295	cd00009
contig-100_295	PRK06921
contig-100_295	pfam09524
contig-100_295	pfam13730
contig-100_297	pfam01077
contig-100_297	pfam03460
contig-100_297	pfam13241
contig-100_297	pfam10414
